Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,class
9495,168.0960293,72.40596322,0.9024752737,9662,109.9518507,0.6125806452,395.473,0.762906221,2.321577144,1
7316,166.7318212,56.71851732,0.9403610197,7507,96.5143539,0.4760851175,376.233,0.6494859935,2.939636456,0
6639,138.4735342,62.04418487,0.8940044538,6819,91.94040101,0.570409829,332.921,0.7527142739,2.231853549,1
6924,144.6992594,61.88311876,0.9039362895,7056,93.89308072,0.577,339.586,0.7545141144,2.33826708,1
6939,140.6286041,63.8271947,0.891067585,7069,93.99472964,0.6164712154,336.738,0.7689931925,2.203270953,1
8226,151.6938822,69.77582917,0.8879303786,8415,102.3409424,0.5760907627,363.528,0.7822090475,2.174017623,1
6038,160.554974,48.34574237,0.9535873788,6166,87.68021653,0.5757055683,349.53,0.6210607147,3.320974426,0
7676,148.2403187,66.41405039,0.8940254854,7808,98.86044075,0.6011904762,348.491,0.7942581809,2.232062611,1
5643,153.5597325,48.06253241,0.9497566966,5823,84.76373488,0.4696629213,339.187,0.6163700345,3.194998782,0
7858,138.5345409,73.59226907,0.8472341429,8016,100.0255784,0.6844351537,345.586,0.8268173998,1.882460516,1
5990,157.9026778,48.69130093,0.9512688507,6105,87.33100751,0.5265471167,341.278,0.6462790835,3.242934052,0
6480,163.1385614,52.03457636,0.9477683822,6681,90.83277079,0.7116187129,359.57,0.6298222074,3.135195341,0
6786,159.8157062,55.6512739,0.9374122614,7037,92.95269523,0.5505882353,358.818,0.6623312967,2.871734913,0
8815,157.527895,72.18026758,0.8888458941,9008,105.9415244,0.5957691268,375.628,0.78508425,2.182423262,1
8929,157.6454764,73.2629708,0.8854511485,9263,106.6243682,0.7342927632,383.711,0.762086359,2.151775648,1
4602,125.2895507,48.17189045,0.9231314468,4809,76.54703381,0.5344327024,286.606,0.7040215004,2.600885071,0
9105,155.5677825,75.80742368,0.8732373392,9317,107.6700797,0.5981474182,380.845,0.7888479435,2.052144433,1
7602,147.9349187,66.33745608,0.8938213438,7771,98.38275773,0.5698650675,350.984,0.7754665892,2.230036053,1
6382,170.5422012,48.84805574,0.9581017798,6553,90.14330133,0.4290708619,364.679,0.6030386577,3.491279205,0
6883,147.0046572,60.22420458,0.9122313277,7015,93.6146772,0.6025035014,341.65,0.7410112193,2.440956394,1
6508,157.5355681,53.53598224,0.9404853427,6655,91.0288029,0.7089324619,352.069,0.659784084,2.942610959,0
6396,162.3330394,50.85280946,0.9496666663,6529,90.24211948,0.4441975137,357.072,0.630386243,3.192213786,0
6278,160.3141841,51.32442286,0.9473672093,6516,89.40580441,0.4570471753,355.143,0.6254961738,3.123545774,0
9169,165.4943097,71.47667164,0.9019224269,9394,108.0478292,0.5624463256,391.889,0.7502494574,2.315361165,1
7899,148.7323785,68.03862641,0.8892318859,8095,100.2861863,0.6291517324,362.624,0.754864305,2.185999135,1
7072,157.0575601,57.81774825,0.9297739544,7239,94.89125387,0.8056504899,360.19,0.6849972271,2.716424711,1
5977,161.4405892,48.42736067,0.9539485827,6162,87.2361895,0.7229075955,353.301,0.6017323861,3.333664834,0
4699,129.2539068,46.89810067,0.9318526205,4822,77.34954829,0.519800885,291.302,0.6958704205,2.756058453,0
4077,130.727756,40.64366921,0.9504416029,4240,72.04857822,0.5791193182,293.947,0.5929424058,3.216435882,0
7877,145.0900241,70.3316398,0.874655615,8073,100.1464323,0.6480460716,353.088,0.7939712808,2.062941011,1
8827,157.1364236,72.25629607,0.8880061273,9028,106.0136098,0.6232876712,377.511,0.7783299981,2.174709086,1
9120,165.8707666,70.74941369,0.9044718357,9268,107.7587335,0.5694305694,386.021,0.7691000498,2.344482561,1
7177,160.5185544,58.4709907,0.931296072,7501,95.5930971,0.5100923952,377.188,0.6339238264,2.745268251,0
6334,155.2153194,53.30479856,0.9391801579,6484,89.80367073,0.4768142126,349,0.6534871756,2.911845155,0
8190,156.3455643,67.12947694,0.903130554,8340,102.1167561,0.805785124,366.377,0.7667210051,2.329015084,1
8699,155.1133282,72.36149655,0.8845173596,8963,105.2421532,0.616425737,374.574,0.7791192546,2.143589279,1
7771,150.5171493,66.69168308,0.8964802884,7918,99.4703197,0.5636877992,355.532,0.7725549529,2.256910342,1
6081,166.2472142,47.72033739,0.9579172685,6315,87.99187276,0.6153612629,368.179,0.5637244088,3.483781198,0
7199,165.8593491,56.43041033,0.9403420668,7463,95.73949803,0.5408308917,383.075,0.6164735064,2.939183822,0
5457,140.2958498,50.07763045,0.934126142,5590,83.355073,0.6125954198,321.396,0.6638697548,2.801567256,0
6154,114.1431094,70.45872648,0.7867403261,6260,88.51845095,0.6277029784,299.549,0.8618498448,1.61999961,1
6440,138.5262199,60.11092246,0.9009457544,6620,90.55198876,0.7666666667,333.552,0.7273921892,2.304509966,1
8925,158.6111152,72.01391007,0.890987343,9108,106.6004828,0.5762525826,376.951,0.7893112435,2.202506641,1
5659,147.6745772,49.31866458,0.9425842174,5816,84.88381815,0.5126370142,334.704,0.6347866034,2.994293915,0
8944,153.6729338,74.57142933,0.8743695395,9128,106.7138908,0.6561995598,376.022,0.7949048458,2.060748134,1
6062,123.0853858,63.44430562,0.8569199324,6176,87.85430052,0.7654040404,300.149,0.8455747279,1.940054109,1
6102,163.5509644,47.94810785,0.9560605689,6241,88.14367647,0.4339662897,355.325,0.607338116,3.410999343,0
6302,156.0855629,52.09087769,0.9426677005,6475,89.57653493,0.5246420246,349.648,0.6477779579,2.996408772,0
5837,154.2291913,49.30864663,0.9475153739,6046,86.20846375,0.4913299663,344.024,0.6197579053,3.127832578,0
6024,151.2399115,52.00666949,0.9390177461,6264,87.57850774,0.5894324853,341.914,0.647531738,2.908086847,0
5847,157.5659526,48.01839346,0.9524320355,5962,86.2822787,0.4566541706,341.372,0.6305030108,3.281366603,0
5390,142.151474,49.22993724,0.9381163408,5571,82.84178382,0.5129913391,322.646,0.6506479392,2.887500615,0
5393,162.5121223,42.9947819,0.9643682568,5574,82.86483491,0.4924214755,349.25,0.5556066751,3.779810365,0
9115,159.2250342,74.35584605,0.8842647615,9473,107.7291903,0.6379925807,388.625,0.7584117745,2.141392273,1
6220,160.7375377,50.63690267,0.9490822171,6448,88.99185338,0.6349530421,361.886,0.5968382994,3.174316145,0
6299,161.1378622,50.75199628,0.9491049146,6536,89.55521142,0.4787929462,355.703,0.6256139387,3.175005399,0
6249,147.2532368,55.45687543,0.9263723644,6403,89.19906903,0.5593447905,337.184,0.6906952542,2.655274674,0
9186,159.6758754,74.17414248,0.8855576853,9447,108.1479471,0.6760376803,385.01,0.7787396464,2.152716163,1
6020,164.4729502,47.3561887,0.9576523864,6299,87.54942638,0.7235576923,359.594,0.5850345058,3.473103615,0
6095,145.9398942,54.2967405,0.9282132313,6278,88.0931043,0.5187234043,335.442,0.6806889435,2.687820537,0
4770,129.1286783,48.06321514,0.9281478283,4902,77.93171773,0.5205718651,296.074,0.6837978026,2.686642538,0
7685,150.3370073,66.25649834,0.8976447198,7891,98.91838,0.5764326433,356.629,0.7593122812,2.269015282,1
6425,165.0338993,50.33919164,0.9523448747,6534,90.44647077,0.8262602881,358.444,0.6284060619,3.278437614,0
6267,154.8726302,52.22603565,0.9414261322,6373,89.32744386,0.8137904168,342.773,0.6702801338,2.965429566,0
8671,158.1871027,70.89370896,0.8939515339,8903,105.072642,0.5642243623,378.159,0.761956483,2.231327787,1
6785,158.7090555,55.1828919,0.9376064158,6986,92.94584612,0.4803539823,358.023,0.665177976,2.876055422,0
9707,166.5570741,74.5959436,0.8940986069,9888,111.1725517,0.7788029525,403.7,0.7484751652,2.232789962,1
9096,162.0613259,72.46052446,0.8944750177,9409,107.6168523,0.8070984916,388.416,0.7576455779,2.23654641,1
6841,164.2856487,54.26178138,0.9438797703,7071,93.32862222,0.6829390037,367.021,0.6381865192,3.02764938,0
5079,151.9268647,43.38665974,0.9583560783,5204,80.41631456,0.6355105105,329.797,0.586806175,3.50169535,0
6364,155.2675974,53.03746207,0.9398499969,6547,90.01609002,0.5219388174,346.885,0.664613248,2.927508055,0
9121,156.0350161,75.70847369,0.8744021926,9466,107.7646412,0.7448754594,388.02,0.7612794333,2.060998042,1
6169,173.7154738,45.47449922,0.9651287243,6273,88.62626446,0.3855625,369.9,0.5665731268,3.820063482,0
5973,145.0182082,52.98482887,0.9308636585,6111,87.20699399,0.5142045455,328.405,0.6959577212,2.73697606,0
5490,131.6302887,53.97675659,0.9120570445,5623,83.6067288,0.5329062318,312.898,0.704655156,2.438647615,0
5474,141.9508529,50.38777701,0.9348790756,5667,83.48480861,0.6455949994,322.38,0.6618788066,2.817168395,0
5359,154.6547102,44.54223126,0.9576271522,5506,82.60321253,0.811969697,339.035,0.5858744407,3.472091673,0
5746,149.5557129,49.77799384,0.942983622,5910,85.53382035,0.5254686786,335.133,0.6428965531,3.004454405,0
6097,144.7285145,54.45419709,0.9265179174,6261,88.10755645,0.8044596913,329.64,0.7050927483,2.657802745,0
8589,154.9325233,71.41935538,0.8874153503,8818,104.5746358,0.6891046213,373.382,0.7741867095,2.169335224,1
5756,140.2247161,52.97125403,0.9259036502,5901,85.60821701,0.6416945373,321.214,0.7010382557,2.647185132,0
6458,163.3799392,51.14576975,0.9497372924,6629,90.67844827,0.7663462679,359.147,0.6291633535,3.194397894,0
8921,166.3949547,69.22088426,0.9093630102,9188,106.5765921,0.5377984085,391.531,0.7312924609,2.403825904,1
6868,163.7659801,54.63332272,0.9427125752,7093,93.51261516,0.5717615718,367.113,0.6403842218,2.997547503,0
5190,136.5573646,50.46523089,0.9292095162,5487,81.29030223,0.5280830281,312.027,0.6698736129,2.705969281,0
6014,150.5619544,51.8689997,0.938785327,6141,87.50578622,0.4998337766,336.351,0.6680175024,2.902734876,0
9167,162.4411089,72.89617096,0.8936551018,9405,108.0360445,0.5775215775,385.942,0.7733801289,2.228390144,1
6097,161.4331649,49.33212447,0.952163666,6296,88.10755645,0.7988731656,352.614,0.6162074667,3.27237407,0
4188,106.5811347,51.36513446,0.8762072014,4302,73.02278558,0.5875420875,261.405,0.7701738283,2.074970421,0
6866,155.9642199,57.28679387,0.9300996504,6991,93.49899847,0.8066259398,351.762,0.6972938252,2.722516122,0
9513,163.5619656,74.49616794,0.8902555134,9703,110.0560211,0.8094103633,389.889,0.7864034239,2.19557556,1
8074,150.2511134,69.19061922,0.8876597679,8309,101.3910059,0.5750712251,360.146,0.782242518,2.171553241,1
6705,141.5030405,60.96193129,0.9024392588,6816,92.39627237,0.555785809,330.919,0.7694231335,2.321170565,1
9668,166.7601724,74.6900796,0.8940890714,9884,110.9489969,0.5707201889,395.319,0.7774118022,2.232695068,1
5858,149.253443,51.37039265,0.9389028423,6020,86.36340228,0.6733333333,333.519,0.6617867558,2.905437068,0
8382,155.6664983,69.97825938,0.8932603903,8662,103.3067949,0.7787068004,372.546,0.7589229933,2.224498003,1
5239,140.0157555,48.89632616,0.9370406991,5436,81.67314109,0.5741369863,314.026,0.6676164789,2.86352302,0
5990,153.2036157,50.95355886,0.9430725137,6131,87.33100751,0.4740424185,340.052,0.650947584,3.006730425,0
6491,161.4562355,52.59242267,0.9454600943,6721,90.90983382,0.7702622523,360.066,0.6291544097,3.069952426,0
6297,155.3856209,52.6209957,0.9409132162,6461,89.54099292,0.5267692822,348.589,0.6512027117,2.952920575,0
9194,159.4801646,74.55569131,0.8839973344,9534,108.1950293,0.5911779835,386.575,0.7731198684,2.139074318,1
6320,160.3946608,51.15985521,0.9477673924,6460,89.70436959,0.4518804519,352.522,0.6390789184,3.135166434,0
8387,159.3864441,68.34730414,0.9033923084,8606,103.3376024,0.6311709813,372.448,0.7597753758,2.332007767,1
6805,136.298272,64.86035746,0.8795152378,7020,93.08273257,0.7649505396,334.495,0.7642909777,2.101411052,1
5568,140.839388,51.09606359,0.9318683183,5778,84.19856166,0.6811842427,320.7,0.6803167609,2.756364739,0
6589,164.9416145,52.33655822,0.9483240287,6752,91.5935334,0.4472576704,364.614,0.6228202023,3.151556391,0
9367,161.406372,74.84344895,0.8859944978,9664,109.2082177,0.5818012422,390.066,0.773631582,2.156586505,1
6730,147.2934243,59.44580108,0.9149410042,6909,92.56836466,0.7267033798,343.303,0.7175790174,2.477776759,1
6624,158.8263541,53.86694309,0.9407300731,6791,91.83647829,0.6366782007,357.983,0.6495392228,2.948493919,0
6217,127.1461248,63.63603835,0.8657392511,6443,88.97038974,0.7533018296,315.937,0.7826899394,1.998020746,1
7986,151.3456933,68.05359233,0.8932015044,8152,100.8369526,0.7829411765,357.503,0.7851990921,2.223919239,1
6331,148.622366,56.210688,0.925719213,6549,89.78240116,0.7327546296,340.342,0.6868328907,2.644023252,0
7975,146.4541301,69.90539604,0.8787298788,8170,100.7674817,0.6134615385,355.736,0.7919265821,2.095033265,1
7425,170.996848,55.8207905,0.945216755,7579,97.23067222,0.7490920097,379.344,0.6483953377,3.06331828,0
9545,164.2839955,74.5783752,0.8910220249,9779,110.2409699,0.6177993528,394.025,0.7725707142,2.202836883,1
6943,159.6969584,56.45062617,0.9354398457,7120,94.02181746,0.7439194257,357.254,0.68360122,2.828966998,0
9648,166.4957163,74.78782907,0.8934374089,9950,110.8341785,0.7446742822,402.864,0.7470165744,2.226240798,1
6350,160.4001689,50.92195804,0.9482689079,6514,89.91702347,0.6943685074,353.036,0.6402441246,3.14992147,0
5859,157.8881298,47.92734682,0.9528146935,6018,86.37077337,0.6883223684,346.221,0.6142236708,3.294322351,0
5610,140.4030141,51.42137262,0.9305199414,5745,84.51552429,0.75606469,317.731,0.6983184975,2.730440806,0
9381,170.3236983,71.20166096,0.9084298575,9681,109.289799,0.5365477008,401.977,0.7295525682,2.39213097,1
9885,160.998359,78.96425852,0.871460197,10190,112.1872225,0.6226379441,421.285,0.6998976661,2.038876347,1
9360,163.4274703,73.64177117,0.8927217812,9555,109.1674042,0.7697368421,388.276,0.7801976161,2.219222429,1
5304,149.3518038,46.32230492,0.9506857926,5610,82.17823645,0.4306243403,374.932,0.4741419291,3.224187657,0
6527,175.1611694,48.43319764,0.9610120545,6757,91.16158461,0.4414908009,377.246,0.5763339318,3.616551828,0
5196,128.7727389,52.09173863,0.9145271243,5285,81.33727727,0.5779112446,294.312,0.7538120343,2.472037646,0
7585,144.2174197,68.66783474,0.8793689177,7757,98.27269177,0.6345156433,349.424,0.7806565128,2.100217959,1
7967,142.0654233,72.0750108,0.8617478851,8086,100.7169273,0.8072753065,345.718,0.8376463441,1.971077378,1
3919,124.9291376,40.45493907,0.9461176501,4017,70.63869885,0.4697351073,274.549,0.6533492473,3.088105938,0
9779,166.0149931,75.89024241,0.8894004819,10079,111.5840916,0.5655870445,402.762,0.7575430752,2.187567042,1
6281,156.9492671,51.74756177,0.9440826642,6459,89.42716355,0.7645769933,348.984,0.6480785166,3.03297898,0
7143,138.9045137,66.30384001,0.8787219706,7426,95.36639905,0.5934695912,349.898,0.7331749091,2.094969367,1
6166,152.6782576,51.87943442,0.9404992279,6306,88.60471225,0.800675237,345.254,0.6500338109,2.942943757,0
5250,137.885051,49.36008028,0.9337292825,5398,81.75883811,0.4973474801,311.997,0.6777481351,2.79345273,0
3135,112.621026,35.71110447,0.9483951444,3214,63.17915774,0.4496557659,248.391,0.6385217531,3.15366964,0
8802,157.6139506,72.25947388,0.8887157567,9083,105.8633764,0.7056277056,380.287,0.7648359082,2.181221952,1
8931,161.436023,70.93300857,0.8982975107,9133,106.6363089,0.7113500597,379.824,0.7779382887,2.275894202,1
5604,144.8061371,50.29589254,0.9377420022,5751,84.47031673,0.5255063766,325.796,0.6634626741,2.879084747,0
5823,150.2973385,50.92761432,0.940841941,6016,86.10501651,0.5539383562,338.473,0.6387171725,2.951195348,0
5139,137.8564917,48.77741296,0.9353107105,5314,80.88991297,0.4892421935,315.85,0.6473314678,2.826236229,0
7556,143.8446123,67.41320354,0.8833823644,7657,98.08464712,0.7998306341,341.922,0.8121714578,2.133775058,1
